Country,1751,1752,1753,1754,1755,1756,1757,1758,1759,1760,1761,1762,1763,1764,1765,1766,1767,1768,1769,1770,1771,1772,1773,1774,1775,1776,1777,1778,1779,1780,1781,1782,1783,1784,1785,1786,1787,1788,1789,1790,1791,1792,1793,1794,1795,1796,1797,1798,1799,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Senegal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355408,743109,1570489,2383154,3195819,4056087,4978583,6670608,8388251,9087392,9006784,9496928,10803995,12155030,13608271,15156955,17005938,19583937,21353633,23590969,26210565,29098704,32435145,35715002,38751576,41362986,44647154,47297659,49934137,52358710,55069519,58731396,61870432,65248397,68671845,72209820,76046574,79475530,83138774,86321129,89654188,93257760,97067066,101247289,105593145,110398044,115386550,120926128,125347890,130174535,134913569,139117297,146397370,154216797,161579664,169429605,177735418,185850325,194391925,203710385
Serbia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13896228,29075449,44986242,61313384,79476658,100055105,121228174,142208625,163400454,186065660,209565397,240275888,273368345,304375401,341410749,378599437,417394797,457425856,496341037,539821129,587108091,633591449,684173166,730621405,780640290,833391347,887199422,943390216,999219451,1056998799,1114647382,1172254925,1212973878,1256267701,1294008485,1330706913,1369482115,1414874866,1463667550,1515047192,1550487300,1589867846,1632145403,1677318420,1725616885,1778354711,1828233940,1881993525,1934179367,1985969107,2031895107,2077591467,2126548547,2170273023,2214818851,2252007973,2293345455,2336696451,2381789224
Seychelles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7328,14656,21984,29312,36640,43968,51296,80608,113584,157552,205184,260144,318768,399376,483648,560592,681504,776768,875696,959968,1058896,1157824,1308048,1472928,1674448,1872304,2106800,2257024,2429232,2601440,2784640,2986160,3184016,3418512,3759264,4191616,4700912,5272496,5906368,6444976,6994576,7731040,8419872,9152672,9793872,10486368,11010320,11453664,11794416,12234096,12637136,13131776,13671491,14254463,14863511
Sierra Leone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157552,252816,432352,600896,725472,908672,1088208,1476592,1685440,1919936,2634416,2923872,3249968,3620032,3924144,4206272,4506720,4759536,5122272,6206816,7064192,7866608,8544448,9083056,9603344,10127296,10577968,11090928,11801744,12479584,13087808,13780304,14333568,15022400,15637952,16301136,16975312,17473616,17931616,18305344,18792656,19338592,19785600,20232608,20694272,21042352,21434400,21797136,22159872,22504288,22892672,23405632,23940576,24508496,25061760,25523424,26138976,26655600,27190544,27725488,28300736,29044528,29905568,30938816,32078320,33232291,34467482,35859969
Singapore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1729408,4026736,5825760,7218080,9310224,11885511,15281266,18981104,21508432,22181033,25234907,30648011,37845245,56037727,72614861,94832950,116032358,137979132,162496935,192495458,220760404,253868653,289925916,321269199,348009752,377615511,412425872,445642709,478909318,513785835,546246354,582195555,623904259,668194825,713244233,761456896,812328009,873672570,915514359,964863608,1022935362,1071291773,1121162291,1170018593,1219460689,1266633390,1297725963,1326176923,1356511179,1387285115,1407195291,1443300347,1499187339,1554784875,1599969323,1636312539,1691943051,1748269723,1808990287,1871819432,1936584508
Sint Maarten (Dutch part),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1210053,2250533,3336415,4528926,5671218,6781866,7778320,8710108,9857904,10925213,12322036,13884304,15243979,16562379,18024899,19350522,20310515,22361207,23432299,24344482,25301380,26286139,27224118,28272854,28811839,30157756,31733095,32035092,32303574,32568050,33071500,33610650,34040878,34395333,34942498,35467077,35986192,36471791,36979977,37008028,37218224,37775953,38343883,38891412,39439305,40014157,40583908,41177702,41846176,42489149,43147059,43600237,44178366,44178366,44178366,44178366,44943376,45723234,46502953
Slovakia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29695684,61367068,95742173,132374374,170909651,211014083,250091134,288947525,327722747,368291169,411359192,460737395,512542219,564830038,617338588,670463369,726056510,783822482,843326340,903381533,961881280,1021077289,1079640067,1137638912,1195728755,1255785726,1315032806,1374697897,1433894942,1492149269,1548490654,1610486381,1664103451,1713259401,1759918374,1803746247,1848612763,1893778298,1938982611,1983157762,2026498544,2068031698,2111868256,2153919747,2196346522,2239337686,2282245173,2324848892,2365797961,2407282551,2444921977,2483548496,2521481341,2557590394,2593224329,2626789000,2660686477,2694683249,2730069466
Slovenia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3992183,8352957,12923929,17614495,22832548,28744477,34827237,40854634,46942750,53454109,60205206,69027967,78530352,87427305,98049000,108707704,119819752,131277005,142403882,154829496,168337416,181603685,196033862,209267938,223520419,238552508,253883634,269889421,285777330,302285059,318732759,333807189,347802223,361798235,376090905,390724686,405969139,421874959,438107955,454056179,469379621,484809715,501173012,517681216,533951350,550582014,567510820,584634826,601894787,620092178,636402188,652754816,669095388,684896143,700063220,713575796,727174938,741574727,756184328
Solomon Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3664,7328,10992,21984,32976,43968,54960,65952,76944,91600,106256,120912,139232,164880,190528,223504,260144,296784,337088,384720,439680,505632,571584,630208,692496,773104,835392,945312,1047904,1183472,1304384,1447280,1590176,1740400,1894288,2055504,2213056,2374272,2520832,2667392,2810288,2953184,3092416,3235312,3378208,3521104,3664000,3814224,3964448,4122000,4279552,4440768,4601984,4763200,4928080,5107616,5294480,5488672,5686528,5884384,6082240,6283760,6485280,6705194,6927627,7165127
Somalia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47632,95264,142896,190528,238160,304112,373728,447008,531280,619216,703488,791424,897680,1000272,1135840,1267744,1406976,1634144,1788032,1949248,2165424,2352288,2586784,2850592,3180352,3682320,4162304,4961056,5517984,6005296,6818704,7093504,7811648,8745968,9460448,10317824,11241152,12234096,13237752,14189824,14919396,15625898,16305438,16944660,17572876,18160775,18728695,19267303,19780263,20271239,20751223,21253191,21839431,22432999,23026567,23620135,24213703,24821927,25422823,26020055,26631943,27236503,27844727,28452951,29061175,29724825,30441664,31190568
South Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21984,58624,106256,153888,234496,366400,663184,959968,1439952,3238976,5671872,9009776,13267344,18045200,24094464,29612448,31942752,35852240,41678000,49460336,58228288,68256656,79721312,92373104,105380304,120355072,137334048,153675488,171024528,190007712,208408320,226918848,248730640,272070320,294292480,317430640,343096960,368510464,390296608,416739696,444516480,473469408,503898928,533460080,563083520,593853792,622575888,648143280,671600208,696933104,725805424,757964352,793219360,830038896,868741728,908902832,950423280,994754016,1043181104,1091948944,1146520560,1202392896,1258441104,1314280464,1371383904,1431975472,1493014048,1558163632,1629054704,1700059360,1773965904,1856911536,1944184352,2033846096,2130110368,2224583238,2322426751,2424546597,2530216592,2639941743,2759487761,2887627799,3015862685,3149622794,3287576548,3430719397,3580337583,3748729842,3920259987,4093572736,4270061003,4454993406,4647817303,4847463644,5049234835,5267782956,5495842691,5752747151,6032996196,6324701381,6640074644,6963733554,7294024665,7622469788,7964831558,8305250024,8617879970,8943607143,9244636475,9564974564,9903363232,10264727372,10628213838,11013334529,11390110805,11764428366,12142159272,12513299848,12868753906,13271989174,13720528242,14135579092,14581287756,15045262756,15539389912,16040766850,16513249430,16982176670,17449257316,17913876373,18401882557,18862999143,19331044546,19787369762
South Korea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3664,490976,1388656,3059440,5235856,7419600,10343472,13805952,18499536,23658448,30103424,37658592,45873280,54883056,66104432,78644551,93093257,110354845,131438015,153633169,178611478,208593710,243706949,280904091,323372311,377088664,435638440,495915762,568947630,644580693,726364692,819635483,925327072,1038728814,1171947674,1306836308,1446613815,1588597045,1739634818,1903683622,2082168450,2264840281,2457780131,2680087990,2916336177,3163774374,3425812690,3708006733,4029844509,4374108263,4748100693,5149630567,5577416635,5940964895,6339290153,6784731036,7233281612,7696909627,8159316945,8637922725,9097268389,9562874298,10056227516,10562010071,11068774611,11634735536,12223170623,12806802599,13398342333,13984890342,14575447863,15170521542,15786618228
South Sudan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113889,227168,342584,466244,606087,760891,963021,1183167,1448501,1707119,2055504,2459765,2874713,3322637,3774531,4247797,4600763,4913424,5230360,5516763,5814157,6126208,6429404,6748172,7073657,7365556,7704781,8058663,8337737,8741388,9054355,9489149,9896464,10261032,10512627,10857959,11215809,11584957,12036240,12427372,12851480,13312228,13842592,14518600,15273995,16228467,17142940,18143212,19319356,20561147,21856981,23184265,24488039,24488039,24488039,24488039,26119178,27881048,29721727
Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3664,7328,10992,14656,18320,21984,43968,80608,106256,153888,190528,293120,436016,608224,809744,1084544,1366672,1626816,1919936,2246032,2740672,3249968,3784912,4437104,4986704,5539968,6294752,7144800,8295296,9925776,11856704,13860912,16048320,18481216,20815184,23119840,25409840,27967312,30627376,33265456,36339552,39278080,42539040,45675424,48793488,52083760,55652496,59433744,63189344,67161120,71576240,76507984,81890400,87793104,93662832,99422640,105515872,111656736,118090720,124913088,132252080,140191968,148490928,156610352,165345328,173948400,183251296,192796016,202168528,212794128,224013296,235818704,248155392,260330864,273323408,286894864,300755776,314851184,329635424,344800720,359694880,374424160,390406528,407825184,425126592,440438448,458304112,474154576,490888064,506815472,520870576,535717104,550658896,567872368,586261984,605314784,623693408,645138800,666653808,690631024,714274816,736812080,757993664,776705712,796956640,819416960,827474096,832720944,845944320,861662880,883287808,904802816,927867696,951724000,977522224,1005797312,1033892864,1065073504,1097796688,1133560992,1166606608,1199732832,1237347456,1276292112,1316031856,1356321200,1398673376,1448906816,1504801136,1556880067,1605745641,1659352499,1719328349,1778071252,1842395061,1913415511,1991032525,2077426502,2174443740,2271180680,2387947163,2516405698,2661121909,2816079168,2988744760,3169798252,3367544027,3562372894,3761886509,3964632755,4178544341,4384640165,4593238293,4796672984,4994339778,5194270778,5383382980,5572890583,5770347980,5995232826,6227127874,6468592871,6718919795,6960737621,7214971669,7482803856,7738251852,8006310574,8282946544,8583123105,8895049164,9208941158,9542948274,9880927507,10235213162,10604177295,10964456534,11332590137,11669080256,11966328397,12250205887,12534800636,12814071919,13066754630,13321950369,13593677569,13854663465,14136085452
Sri Lanka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1626816,3173024,5111280,7177776,8962144,10625600,12043568,14362880,16312128,18367246,20623913,22957554,25518334,28049860,30321243,32977287,35637024,38582107,41820192,46135255,49728331,52921794,56459673,60143963,63073261,65966246,68765013,71676044,75111588,78920604,82309203,86314795,90781684,95636582,99488683,103405249,107065551,111092468,114549106,117996117,121825549,125962579,131068563,136044170,141479952,147295450,154265618,161785177,169521489,178039061,188172878,198500144,209446827,220398955,232545124,244480318,256273974,268425285,280413101,293356585,306406886,321293489,337069239,352322537,370481468,391194906,413145633,436284059
Sudan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,549600,1271408,2029856,2861584,3678656,4605648,5503328,6657488,7947216,9313888,10673232,12058224,13542144,15220256,17077904,19503472,22145216,25329232,28432640,32613264,37464400,42443776,47818864,53241584,58920784,63156368,66908304,70711536,74148368,77717104,81461712,85100064,88925280,92831104,96333888,100404592,104651168,108000064,112843872,116599472,121817008,126704784,131079600,134098736,138242720,142536928,146966704,152382096,157075680,162164976,167693952,174058320,182170416,191235152,202688816,213662496,225665760,239779488,254680976,270230992,286158400,301803680,301803680,301803680,301803680,318100566,335588441,353794293
Suriname,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212512,447008,714480,1025920,1363008,1674448,2015200,2388928,2707696,3074096,3506448,3935136,4429776,4961056,5565616,6360704,7456240,8789936,10240880,11761440,13369936,15084480,16828306,18934869,20535858,22554603,24551131,26448658,28840519,31133287,33502702,35531026,37401593,38773650,40325682,41921538,43678466,45435250,47309139,49160899,50928243,52977696,55041787,57080212,59121932,61181952,63263935,65367880,67471804,69594027,71785845,74149198,75709828,77248166,78804517,80393536,82132592,83889462,85825169,87820517,90215872,92175647,94419997,96322152,98297939,100295158,102325938,104379605
Swaziland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3664,7328,10992,14656,18320,21984,25648,29312,32976,36640,69616,73280,73280,73280,84272,164880,366400,593568,872032,1176144,1542544,1941920,2322976,2693040,3004480,3341568,3674992,4015744,4455424,4902432,5367760,5803776,6239792,6510928,6844352,7284032,7742032,8178048,8614064,9050080,9475104,9801200,10065008,10196912,10680560,11134896,11475648,12677440,13890224,15128656,16315792,17458960,18583808,19624384,20653968,21672560,22687488,23750048,24845584,25889824,26926736,27974640,29180096,30268304,31470096,32703337,33944549,35288300
